ward_code,ward_name,ward_name_en,ward_slug,level,level_name,province_code,province_name,province_name_en,province_slug,lat,lon
30985,An Biên,An Bien,an-bien-30985,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.822,105.032
30589,An Châu,An Chau,an-chau-30589,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.444,105.39
30526,An Cư,An Cu,an-cu-30526,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.682,104.358
31018,An Minh,An Minh,an-minh-31018,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.769,105.321
30337,An Phú,An Phu,an-phu-30337,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.834,105.104
30547,Ba Chúc,Ba Chuc,ba-chuc-30547,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.494,104.909
30898,Bình An,Binh An,binh-an-30898,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.89,105.128
30826,Bình Giang,Binh Giang,binh-giang-30826,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.325,104.802
30607,Bình Hòa,Binh Hoa,binh-hoa-30607,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.27,104.801
30487,Bình Mỹ,Binh My,binh-my-30487,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.508,105.281
30823,Bình Sơn,Binh Son,binh-son-30823,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.264,104.846
30445,Bình Thạnh Đông,Binh Thanh Dong,binh-thanh-dong-30445,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.553,105.285
30292,Bình Đức,Binh Duc,binh-duc-30292,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.399,105.404
30505,Chi Lăng,Chi Lang,chi-lang-30505,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.711,105.119
30403,Châu Phong,Chau Phong,chau-phong-30403,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.745,105.175
30463,Châu Phú,Chau Phu,chau-phu-30463,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.569,105.166
30880,Châu Thành,Chau Thanh,chau-thanh-30880,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.959,105.189
30316,Châu Đốc,Chau Doc,chau-doc-30316,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.688,105.097
30628,Chợ Mới,Cho Moi,cho-moi-30628,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.455,105.478
30409,Chợ Vàm,Cho Vam,cho-vam-30409,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.714,105.345
30580,Cô Tô,Co To,co-to-30580,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.364,105.016
30643,Cù Lao Giêng,Cu Lao Gieng,cu-lao-gieng-30643,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.48,105.542
30595,Cần Đăng,Can Dang,can-dang-30595,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.434,105.284
30796,Giang Thành,Giang Thanh,giang-thanh-30796,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.444,104.669
30904,Giồng Riềng,Giong Rieng,giong-rieng-30904,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.909,105.312
30952,Gò Quao,Go Quao,go-quao-30952,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.728,105.277
30769,Hà Tiên,Ha Tien,ha-tien-30769,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.381,104.487
30934,Hòa Hưng,Hoa Hung,hoa-hung-30934,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.883,105.206
30430,Hòa Lạc,Hoa Lac,hoa-lac-30430,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.319,104.66
30949,Hòa Thuận,Hoa Thuan,hoa-thuan-30949,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.26,104.977
30790,Hòa Điền,Hoa Dien,hoa-dien-30790,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.328,104.664
30814,Hòn Nghệ,Hon Nghe,hon-nghe-30814,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.027,104.553
30817,Hòn Đất,Hon Dat,hon-dat-30817,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.231,104.932
30673,Hội An,Hoi An,hoi-an-30673,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.432,105.55
30341,Khánh Bình,Khanh Binh,khanh-binh-30341,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.939,105.096
31108,Kiên Hải,Kien Hai,kien-hai-31108,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.809,104.637
30787,Kiên Lương,Kien Luong,kien-luong-30787,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.278,104.651
30664,Long Kiến,Long Kien,long-kien-30664,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.449,105.488
30377,Long Phú,Long Phu,long-phu-30377,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.78,105.223
30943,Long Thạnh,Long Thanh,long-thanh-30943,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.372,105.415
30307,Long Xuyên,Long Xuyen,long-xuyen-30307,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.372,105.415
30631,Long Điền,Long Dien,long-dien-30631,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.513,105.462
30313,Mỹ Hòa Hưng,My Hoa Hung,my-hoa-hung-30313,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.408,105.437
30838,Mỹ Thuận,My Thuan,my-thuan-30838,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.176,105.087
30301,Mỹ Thới,My Thoi,my-thoi-30301,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.332,105.45
30469,Mỹ Đức,My Duc,my-duc-30469,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.655,105.154
30928,Ngọc Chúc,Ngoc Chuc,ngoc-chuc-30928,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.912,105.38
30346,Nhơn Hội,Nhon Hoi,nhon-hoi-30346,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.884,105.059
30658,Nhơn Mỹ,Nhon My,nhon-my-30658,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.499,105.374
30538,Núi Cấm,Nui Cam,nui-cam-30538,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.491,104.996
30436,Phú An,Phu An,phu-an-30436,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.834,105.104
30685,Phú Hòa,Phu Hoa,phu-hoa-30685,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.359,105.376
30352,Phú Hữu,Phu Huu,phu-huu-30352,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.861,105.127
30421,Phú Lâm,Phu Lam,phu-lam-30421,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.735,105.053
31078,Phú Quốc,Phu Quoc,phu-quoc-31078,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.229,104.014
30406,Phú Tân,Phu Tan,phu-tan-30406,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.654,105.278
30742,Rạch Giá,Rach Gia,rach-gia-30742,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.027,105.09
30811,Sơn Hải,Son Hai,son-hai-30811,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.107,104.501
30835,Sơn Kiên,Son Kien,son-kien-30835,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.198,104.998
30682,Thoại Sơn,Thoai Son,thoai-son-30682,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.279,105.269
30910,Thạnh Hưng,Thanh Hung,thanh-hung-30910,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.02,105.134
30886,Thạnh Lộc,Thanh Loc,thanh-loc-30886,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.002,105.324
30481,Thạnh Mỹ Tây,Thanh My Tay,thanh-my-tay-30481,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.537,105.14
30874,Thạnh Đông,Thanh Dong,thanh-dong-30874,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.071,105.349
31105,Thổ Châu,Tho Chau,tho-chau-31105,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.303,103.476
30502,Thới Sơn,Thoi Son,thoi-son-30502,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.633,105.018
30781,Tiên Hải,Tien Hai,tien-hai-30781,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.317,104.33
30544,Tri Tôn,Tri Ton,tri-ton-30544,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.412,104.971
30388,Tân An,Tan An,tan-an-30388,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.132,105.295
30376,Tân Châu,Tan Chau,tan-chau-30376,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.813,105.192
30850,Tân Hiệp,Tan Hiep,tan-hiep-30850,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.116,105.285
30856,Tân Hội,Tan Hoi,tan-hoi-30856,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.143,105.18
31031,Tân Thạnh,Tan Thanh,tan-thanh-31031,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.018,105.317
30691,Tây Phú,Tay Phu,tay-phu-30691,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.327,105.177
30988,Tây Yên,Tay Yen,tay-yen-30988,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.885,105.045
30766,Tô Châu,To Chau,to-chau-30766,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.385,104.49
30520,Tịnh Biên,Tinh Bien,tinh-bien-30520,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.556,104.992
31027,U Minh Thượng,U Minh Thuong,u-minh-thuong-31027,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.624,105.102
31042,Vân Khánh,Van Khanh,van-khanh-31042,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.555,104.876
30604,Vĩnh An,Vinh An,vinh-an-30604,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.425,105.166
31064,Vĩnh Bình,Vinh Binh,vinh-binh-31064,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.441,105.172
30568,Vĩnh Gia,Vinh Gia,vinh-gia-30568,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.428,104.858
30619,Vĩnh Hanh,Vinh Hanh,vinh-hanh-30619,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.453,105.243
31012,Vĩnh Hòa,Vinh Hoa,vinh-hoa-31012,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.868,105.266
30970,Vĩnh Hòa Hưng,Vinh Hoa Hung,vinh-hoa-hung-30970,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,20.941,105.958
30367,Vĩnh Hậu,Vinh Hau,vinh-hau-30367,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.769,105.116
31051,Vĩnh Phong,Vinh Phong,vinh-phong-31051,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.634,105.354
31069,Vĩnh Thuận,Vinh Thuan,vinh-thuan-31069,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.508,105.257
30760,Vĩnh Thông,Vinh Thong,vinh-thong-30760,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.065,105.089
30478,Vĩnh Thạnh Trung,Vinh Thanh Trung,vinh-thanh-trung-30478,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.586,105.23
30697,Vĩnh Trạch,Vinh Trach,vinh-trach-30697,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.295,105.337
30982,Vĩnh Tuy,Vinh Tuy,vinh-tuy-30982,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.659,105.337
30325,Vĩnh Tế,Vinh Te,vinh-te-30325,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.537,104.902
30385,Vĩnh Xương,Vinh Xuong,vinh-xuong-30385,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.868,105.172
30793,Vĩnh Điều,Vinh Dieu,vinh-dieu-30793,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.516,104.722
30688,Óc Eo,Oc Eo,oc-eo-30688,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.256,105.153
30577,Ô Lâm,O Lam,o-lam-30577,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.401,104.946
31024,Đông Hòa,Dong Hoa,dong-hoa-31024,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.097,105.344
31036,Đông Hưng,Dong Hung,dong-hung-31036,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.107,105.279
31006,Đông Thái,Dong Thai,dong-thai-31006,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.123,105.321
30958,Định Hòa,Dinh Hoa,dinh-hoa-30958,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,9.786,105.218
30709,Định Mỹ,Dinh My,dinh-my-30709,2,Xã/Phường,91,An Giang,An Giang,an-giang-91,10.314,105.277
07654,An Lạc,An Lac,an-lac-07654,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.324,106.945
07537,Biên Sơn,Bien Son,bien-son-07537,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.454,106.641
07573,Biển Động,Bien Dong,bien-dong-07573,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.389,106.752
07462,Bảo Đài,Bao Dai,bao-dai-07462,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.351,106.355
07210,Bắc Giang,Bac Giang,bac-giang-07210,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.374,106.466
07498,Bắc Lũng,Bac Lung,bac-lung-07498,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.259,106.348
07294,Bố Hạ,Bo Ha,bo-ha-07294,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.464,106.2
09295,Bồng Lai,Bong Lai,bong-lai-09295,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.126,106.157
09466,Cao Đức,Cao Duc,cao-duc-09466,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.091,106.277
09313,Chi Lăng,Chi Lang,chi-lang-09313,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.103,106.12
07525,Chũ,Chu,chu-07525,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.394,106.553
07738,Cảnh Thụy,Canh Thuy,canh-thuy-07738,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.192,106.257
07519,Cẩm Lý,Cam Ly,cam-ly-07519,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.209,106.36
07672,Dương Hưu,Duong Huu,duong-huu-07672,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.229,106.905
09454,Gia Bình,Gia Binh,gia-binh-09454,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.064,106.2
07840,Hiệp Hòa,Hiep Hoa,hiep-hoa-07840,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.311,106.006
07822,Hoàng Vân,Hoang Van,hoang-van-07822,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.39,105.98
09325,Hạp Lĩnh,Hap Linh,hap-linh-09325,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.13,106.076
07864,Hợp Thịnh,Hop Thinh,hop-thinh-07864,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.338,105.927
09187,Kinh Bắc,Kinh Bac,kinh-bac-09187,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.188,106.064
07552,Kiên Lao,Kien Lao,kien-lao-07552,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.438,106.524
07399,Kép,Kep,kep-07399,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.415,106.3
09334,Liên Bão,Lien Bao,lien-bao-09334,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.118,106.037
09529,Lâm Thao,Lam Thao,lam-thao-09529,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.005,106.167
09496,Lương Tài,Luong Tai,luong-tai-09496,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.025,106.241
07375,Lạng Giang,Lang Giang,lang-giang-07375,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.349,106.263
07444,Lục Nam,Luc Nam,luc-nam-07444,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.304,106.402
07582,Lục Ngạn,Luc Ngan,luc-ngan-07582,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.392,106.683
07492,Lục Sơn,Luc Son,luc-son-07492,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.219,106.624
09409,Mão Điền,Mao Dien,mao-dien-09409,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.064,106.122
07420,Mỹ Thái,My Thai,my-thai-07420,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.35,106.215
07603,Nam Dương,Nam Duong,nam-duong-07603,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.313,106.586
09286,Nam Sơn,Nam Son,nam-son-09286,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.143,106.11
07486,Nghĩa Phương,Nghia Phuong,nghia-phuong-07486,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.274,106.455
07351,Ngọc Thiện,Ngoc Thien,ngoc-thien-07351,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.366,106.058
09253,Nhân Hòa,Nhan Hoa,nhan-hoa-09253,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.195,106.127
09475,Nhân Thắng,Nhan Thang,nhan-thang-09475,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.079,106.245
07306,Nhã Nam,Nha Nam,nha-nam-07306,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.444,106.098
09445,Ninh Xá,Ninh Xa,ninh-xa-09445,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.017,106.098
07795,Nếnh,Nenh,nenh-07795,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.25,106.127
09379,Phù Khê,Phu Khe,phu-khe-09379,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.152,105.93
09292,Phù Lãng,Phu Lang,phu-lang-09292,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.132,106.254
07330,Phúc Hòa,Phuc Hoa,phuc-hoa-07330,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.385,106.164
09265,Phương Liễu,Phuong Lieu,phuong-lieu-09265,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.157,106.127
07612,Phượng Sơn,Phuong Son,phuong-son-07612,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.345,106.496
09349,Phật Tích,Phat Tich,phat-tich-09349,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.088,106.042
07333,Quang Trung,Quang Trung,quang-trung-07333,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.423,106.052
09247,Quế Võ,Que Vo,que-vo-09247,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.145,106.2
07534,Sa Lý,Sa Ly,sa-ly-07534,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.532,106.779
09433,Song Liễu,Song Lieu,song-lieu-09433,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.014,106.031
07543,Sơn Hải,Son Hai,son-hai-07543,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.511,106.58
07615,Sơn Động,Son Dong,son-dong-07615,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.334,106.849
09202,Tam Giang,Tam Giang,tam-giang-09202,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.221,105.932
09370,Tam Sơn,Tam Son,tam-son-09370,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.145,105.975
07264,Tam Tiến,Tam Tien,tam-tien-07264,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.492,106.072
09208,Tam Đa,Tam Da,tam-da-09208,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.213,106.022
09400,Thuận Thành,Thuan Thanh,thuan-thanh-09400,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.038,106.078
09319,Tiên Du,Tien Du,tien-du-09319,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.127,106.029
07381,Tiên Lục,Tien Luc,tien-luc-07381,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.413,106.221
07696,Tiền Phong,Tien Phong,tien-phong-07696,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.23,106.186
09523,Trung Chính,Trung Chinh,trung-chinh-09523,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.012,106.234
09499,Trung Kênh,Trung Kenh,trung-kenh-09499,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.044,106.28
09427,Trí Quả,Tri Qua,tri-qua-09427,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.038,106.047
07489,Trường Sơn,Truong Son,truong-son-07489,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.25,106.545
09430,Trạm Lộ,Tram Lo,tram-lo-09430,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.028,106.106
07663,Tuấn Đạo,Tuan Dao,tuan-dao-07663,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.272,106.768
07682,Tân An,Tan An,tan-an-07682,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.259,106.275
09343,Tân Chi,Tan Chi,tan-chi-09343,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.104,106.085
07432,Tân Dĩnh,Tan Dinh,tan-dinh-07432,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.296,106.268
07531,Tân Sơn,Tan Son,tan-son-07531,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.571,106.616
07699,Tân Tiến,Tan Tien,tan-tien-07699,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.256,106.242
07339,Tân Yên,Tan Yen,tan-yen-07339,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.389,106.093
07616,Tây Yên Tử,Tay Yen Tu,tay-yen-tu-07616,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.215,106.765
09367,Từ Sơn,Tu Son,tu-son-09367,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.116,105.956
07774,Tự Lạn,Tu Lan,tu-lan-07774,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.293,106.064
07777,Việt Yên,Viet Yen,viet-yen-07777,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.27,106.086
07798,Vân Hà,Van Ha,van-ha-07798,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.243,106.082
07621,Vân Sơn,Van Son,van-son-07621,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.399,106.939
09190,Võ Cường,Vo Cuong,vo-cuong-09190,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.167,106.051
09238,Văn Môn,Van Mon,van-mon-09238,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.179,105.936
09169,Vũ Ninh,Vu Ninh,vu-ninh-09169,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.189,106.075
07870,Xuân Cẩm,Xuan Cam,xuan-cam-07870,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.298,105.96
07246,Xuân Lương,Xuan Luong,xuan-luong-07246,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.582,106.102
07681,Yên Dũng,Yen Dung,yen-dung-07681,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.199,106.243
09193,Yên Phong,Yen Phong,yen-phong-09193,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.21,105.976
07288,Yên Thế,Yen The,yen-the-07288,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.479,106.127
09205,Yên Trung,Yen Trung,yen-trung-09205,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.23,105.999
07642,Yên Định,Yen Dinh,yen-dinh-07642,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.344,106.791
07228,Đa Mai,Da Mai,da-mai-07228,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.283,106.18
09301,Đào Viên,Dao Vien,dao-vien-09301,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.114,106.206
07594,Đèo Gia,Deo Gia,deo-gia-07594,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.302,106.676
09487,Đông Cứu,Dong Cuu,dong-cuu-09487,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.08,106.154
07450,Đông Phú,Dong Phu,dong-phu-07450,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.366,106.44
09469,Đại Lai,Dai Lai,dai-lai-09469,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.088,106.196
07627,Đại Sơn,Dai Son,dai-son-07627,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.4,106.817
09340,Đại Đồng,Dai Dong,dai-dong-09340,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.095,105.998
07282,Đồng Kỳ,Dong Ky,dong-ky-07282,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.496,106.16
09385,Đồng Nguyên,Dong Nguyen,dong-nguyen-09385,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.125,105.973
07735,Đồng Việt,Dong Viet,dong-viet-07735,2,Xã/Phường,24,Bắc Ninh,Bac Ninh,bac-ninh-24,21.156,106.289
